Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"As an Admin, I want to log in with my credentials, so that I can access only the features and data relevant to my role.",TEAM5-60,10063,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 7:21 PM,22/Jun/26 11:28 PM,22/Jun/26 2:39 PM,,,0,"*Acceptance Criteria*

# Admin can log in using valid credentials (email and password).
# System displays an error message for invalid credentials.
# Admin is redirected to the Admin Dashboard after successful login.
# Only Admin-authorised features (store management, pricing, transfers, revenue) are accessible.
# User session remains active until logout",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0000o:,NIRALI Sprint 1,,5.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 7:21 PM
"As an Admin, I want the manager profile view to be read-only, so that performance records cannot be altered.",TEAM5-58,10061,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Harman Singh,712020:59abf107-e6f2-43c2-b927-47a4f301b85f,Harman Singh,712020:59abf107-e6f2-43c2-b927-47a4f301b85f,19/Jun/26 5:47 PM,22/Jun/26 10:39 PM,,,,0,"*Acceptance Criteria*

* Admin can view manager profile information.
* Performance metrics are displayed in read-only mode.
* Editing controls are unavailable.
* Historical performance data remains unchanged.
* Unauthorized modifications are prevented.",,Harman Singh,712020:59abf107-e6f2-43c2-b927-47a4f301b85f,,,,,,,,,,,,0|i00021:,NIRALI Sprint 1,,1.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 5:47 PM
"As an After-Sales Specialist, I want declined repairs to skip the repair workflow and go directly to return/pickup scheduling, so that the client can retrieve their item without delay.",TEAM5-57,10060,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:20 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Rejected estimates bypass repair stages.
* Return scheduling becomes available.
* Status changes to Awaiting Return.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000cn:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:20 PM
"As an After-Sales Specialist, I want the repair to proceed only after client approval, so that we avoid disputes over unauthorised work.",TEAM5-56,10059,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:19 PM,20/Jun/26 2:43 PM,,,,0,"*Acceptance Criteria*

* Repair cannot start before approval.
* Approved estimates unlock repair workflow.
* Rejected estimates remain blocked.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000cf:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:19 PM
"As an After-Sales Specialist, I want to send the cost estimate to the client digitally for approval or decline, so that no work begins without the client's consent.",TEAM5-55,10058,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:19 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Estimate can be sent digitally.
* Approval link/status is generated.
* Approval response is recorded.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000c7:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:19 PM
"As an After-Sales Specialist, I want to generate an itemised cost estimate (parts + labour + timeline), so that the client knows exactly what the repair will cost and how long it will take.",TEAM5-54,10057,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:19 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Parts cost can be entered.
* Labour cost can be entered.
* Total cost is calculated automatically.
* Estimated timeline is displayed.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000bz:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:19 PM
"As an After-Sales Specialist, I want to scan a final packaging QR before releasing the item, so that inventory records are updated and the AST is closed accurately.",TEAM5-53,10056,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:19 PM,20/Jun/26 2:42 PM,,,,0,"*Acceptance Criteria*

* Packaging QR can be scanned.
* AST status updates to Closed.
* Inventory record is updated.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000br:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:19 PM
"As an After-Sales Specialist, I want the client to digitally sign off on collection, so that we have proof of delivery and the ticket can be formally closed.",TEAM5-52,10055,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:18 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Client can sign digitally.
* Signature is stored securely.
* Ticket status changes to Closed after sign-off.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000bj:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:18 PM
"As an After-Sales Specialist, I want to generate return documentation for the completed service, so that there is a formal record of the handover.",TEAM5-51,10054,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:17 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Return document is generated.
* AST details are included.
* Document can be viewed or downloaded.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000bb:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:17 PM
"As an After-Sales Specialist, I want to schedule a store pickup or courier for completed items so that customers can conveniently receive their products.",TEAM5-50,10053,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:14 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Pickup option available.
* Courier option available.
* Date/time scheduling available.
* Schedule recorded in system.
* Customer notified.
* Pickup queue organized for store staff.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000b3:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:14 PM
"As an After-Sales Specialist, I want to send items back to repair if they fail the QA check, so that issues are resolved before the client receives the product.",TEAM5-49,10052,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:08 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Failed QA items return to repair stage.
* Reason for failure is recorded.
* Repair team is notified.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000av:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:08 PM
"As an After-Sales Specialist, I want a mandatory QA checklist to be completed before marking a repair as done, so that no item is returned to the client without quality verification.",TEAM5-48,10051,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:07 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Checklist must be completed.
* Repair cannot be marked completed until QA passes.
* QA results are stored.
* Failed items are flagged.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000an:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:07 PM
"As an After-Sales Specialist, I want to track a repair through defined stages, so that the progress is transparent and auditable.",TEAM5-47,10050,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:07 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Status can be updated.
* Status history is recorded.
* Current status is visible.
* Invalid status transitions are blocked.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000af:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:07 PM
"As an After-Sales Specialist, I want the system to flag out-of-warranty or voided coverage clearly, so that the client is informed upfront about potential costs.",TEAM5-46,10049,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:07 PM,20/Jun/26 2:40 PM,,,,0,"*Acceptance Criteria*

* Expired warranty shows warning.
* Void warranty displays clear message.
* Warning is visible before estimate creation.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i000a7:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:07 PM
"As an After-Sales Specialist, I want to validate whether the product's warranty is still active, so that I can flag it as a warranty repair (free) or a paid repair.",TEAM5-45,10048,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 3:04 PM,20/Jun/26 2:40 PM,,,,0,"*Acceptance Criteria*

* Warranty status is displayed.
* Expiry date is shown.
* Warranty repairs are identified.
* Expired warranties are flagged.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0009z:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 3:04 PM
"As an After-Sales Specialist, I want to create an after-sales ticket (AST) tagged with the correct service type (exchange, return, repair, warranty), so that the ticket follows the right workflow.",TEAM5-44,10047,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 2:50 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* AST ID is auto-generated.
* Service type is mandatory.
* Ticket is saved successfully.
* Ticket status defaults to ""Received"".",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0009r:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 2:50 PM
"As an After-Sales Specialist, I want to capture condition photos and a diagnostic report in-app at intake, so that the item's state is documented before any work begins.",TEAM5-43,10046,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 2:49 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* User can upload multiple photos.
* Diagnostic notes can be entered.
* Photos and notes are linked to AST.
* Uploaded files can be viewed later.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0009j:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 2:49 PM
"As an After-Sales Specialist, I want to pull the client's purchase history linked to the product, so that I have full context on the original transaction.",TEAM5-42,10045,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 2:48 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Purchase history is displayed after product lookup.
* Previous purchases are visible.
* Associated client information is shown.
* System handles missing purchase records.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0009b:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 2:48 PM
"As an After-Sales Specialist, I want to manually enter product details if the QR scan fails, so that I can still create a ticket for items with damaged labels.",TEAM5-41,10044,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 2:47 PM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* User can manually enter product details.
* Required fields are validated.
* Ticket can be created without QR scan.
* Entered data is saved successfully.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00093:,,,2.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 2:47 PM
"As an After-Sales Specialist, I want to scan a product's QR code to look up the item, so that I can quickly identify the product and pull its records.",TEAM5-40,10043,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 2:44 PM,20/Jun/26 2:38 PM,22/Jun/26 11:12 AM,,,0,"*Acceptance Criteria*

* User can open QR scanner.
* Valid QR retrieves product details.
* Invalid QR displays an error message.
* Product information is displayed within 3 seconds.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0008v:,,,3.0,,,,10042,TEAM5-39,After Sales,To Do,19/Jun/26 2:44 PM
After Sales,TEAM5-39,10042,Epic,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,19/Jun/26 2:36 PM,19/Jun/26 2:36 PM,,,,0,,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,,,,,,,,,,,yellow,0|i0008n:,,,,,,,,,,To Do,19/Jun/26 2:36 PM
Sales Associate,TEAM5-38,10041,Epic,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Prakhar Manu,712020:8792614a-1248-4d5b-b571-a82b6010870e,Prakhar Manu,712020:8792614a-1248-4d5b-b571-a82b6010870e,19/Jun/26 2:35 PM,19/Jun/26 2:35 PM,,,,0,,,Prakhar Manu,712020:8792614a-1248-4d5b-b571-a82b6010870e,,,,,,,,,,,green,0|i0008f:,,,,,,,,,,To Do,19/Jun/26 2:35 PM
Manager,TEAM5-37,10040,Epic,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,19/Jun/26 2:33 PM,19/Jun/26 2:35 PM,19/Jun/26 2:34 PM,,,0,,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,,,,,,,,,,,blue,0|i00087:,,,,,,,,,,To Do,19/Jun/26 2:33 PM
Admin,TEAM5-36,10039,Epic,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,19/Jun/26 2:26 PM,19/Jun/26 2:36 PM,19/Jun/26 2:35 PM,,,0,,,Aryavansh Saini,712020:a9c59d4f-02cd-4a6b-bc04-055ceaa3e1a7,,,,,,,,,,,orange,0|i0007z:,NIRALI Sprint 1,,,,,,,,,To Do,19/Jun/26 2:26 PM
"As a Sales Associate, I want to route the completed order as a store sale, BOPIS reservation, or ship-from-warehouse, so that the correct fulfilment process is triggered based on the order type.",TEAM5-35,10038,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:45 PM,22/Jun/26 10:21 AM,,,,0,"Acceptance Criteria:

* System identifies the selected fulfilment type.
* Appropriate fulfilment workflow is initiated.
* Inventory is updated according to the fulfilment type.
* Customer receives order confirmation.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0007r:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:45 PM
"As a Sales Associate, I want to process payments via card terminal (tap/swipe), so that clients can pay with credit or debit cards.",TEAM5-34,10037,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:43 PM,22/Jun/26 10:21 AM,19/Jun/26 3:28 PM,,,0,"Acceptance Criteria:

* Card payments support tap, swipe, or chip transactions.
* Transaction is completed only after successful payment authorization.
* Digital receipt is generated after successful payment.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0007j:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:43 PM
"As a Sales Associate, I want to take payment via Razorpay and issue a digital receipt, so that checkout is fast and compliant.",TEAM5-33,10036,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:43 PM,22/Jun/26 3:27 PM,19/Jun/26 3:28 PM,,,0,"Acceptance Criteria:

* Payment can be completed using Razorpay-supported payment methods.
* Payment must be successful before order completion.
* Digital receipt is generated and shared with the client.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0007b:,,,5.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:43 PM
"As a Sales Associate, I want the system to suggest similar alternative products when the desired item is unavailable, so that I can still serve the client without losing the sale.",TEAM5-32,10035,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:41 PM,22/Jun/26 10:21 AM,19/Jun/26 3:28 PM,,,0,"Acceptance Criteria:

* Alternative products are displayed when the selected item is unavailable.
* Alternatives belong to the same product category.
* Associate can select an alternative product for the client.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00073:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:41 PM
"As a Sales Associate, I want to scan a product's QR code at the point of sale, so that both the client's purchase history and the store's inventory records are updated simultaneously in one action.",TEAM5-31,10034,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:41 PM,22/Jun/26 10:21 AM,22/Jun/26 10:49 PM,,,0,"Acceptance Criteria:

* Product is identified successfully by scanning the QR code.
* Product is added to the current transaction.
* Store inventory is updated after successful payment.
* Client purchase history is updated after the sale.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0006v:,,,8.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:41 PM
"As a Sales Associate, I want to check inventory availability (in-store, warehouse, nearby stores) before presenting a product, so that I don't recommend items that are out of stock.",TEAM5-30,10033,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:41 PM,22/Jun/26 10:21 AM,19/Jun/26 3:27 PM,,,0,"Acceptance Criteria:

* Inventory availability is displayed for the current store.
* Warehouse inventory is displayed.
* Nearby store inventory is displayed.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0006n:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:41 PM
