Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"As a Sales Associate, I want the system to suggest higher-value alternatives at the cart stage, so that I can offer upsell options that match the client's taste.",TEAM5-29,10032,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:40 PM,22/Jun/26 10:21 AM,19/Jun/26 3:27 PM,,,0,"Acceptance Criteria:

* Higher-value alternatives are displayed for eligible products.
* Associate decides whether to recommend the alternatives.
* Selected alternative is added to the cart.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0006f:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:40 PM
"As a Sales Associate, I want the system to surface complementary products at the cart stage, so that I can suggest cross-sell options to the client.",TEAM5-28,10031,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:39 PM,22/Jun/26 10:21 AM,19/Jun/26 3:27 PM,,,0,"Acceptance Criteria:

* Complementary products are displayed based on cart contents.
* Associate can add recommended products to the cart.
* Customer may accept or decline the recommendation.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00067:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:39 PM
"As a Sales Associate, I want the system to suggest trending and similar products for new clients with no purchase history, so that I can still offer relevant options.",TEAM5-27,10030,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:37 PM,22/Jun/26 10:21 AM,19/Jun/26 3:27 PM,,,0,"Acceptance Criteria:

* System displays trending and similar products for new clients.
* Recommendations are shown even when no purchase history exists.
* Associate selects which products to recommend.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0005z:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:37 PM
"As a Sales Associate, I want the system to generate product recommendations based on a client's purchase patterns and preferences, so that I have data-driven suggestions to present.",TEAM5-26,10029,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:36 PM,22/Jun/26 10:21 AM,22/Jun/26 10:49 PM,,,0,"Acceptance Criteria:

* Recommendations are generated based on the client's purchase history and preferences.
* Associate can review recommendations before presenting them.
* Associate decides which recommendations to share with the client.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0005r:,,,8.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:36 PM
"As a Sales Associate, I want to create ship-from-warehouse orders for remote selling, so that products not available in-store can be shipped directly to the client.",TEAM5-25,10028,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:36 PM,22/Jun/26 10:21 AM,19/Jun/26 3:26 PM,,,0,"Acceptance Criteria:

* Associate can create a ship-from-warehouse order.
* Warehouse availability is verified before order confirmation.
* Shipping details are recorded.
* Order is forwarded for warehouse fulfilment.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0005j:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:36 PM
"As a Sales Associate, I want to manage BOPIS (Buy Online Pick Up In Store) pickup alerts, so that I can prepare the order and notify the client when it's ready for collection.",TEAM5-24,10027,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:35 PM,22/Jun/26 10:21 AM,19/Jun/26 3:26 PM,,,0,"Acceptance Criteria:

* System displays pending BOPIS pickup orders.
* Associate can mark an order as ready for pickup.
* Client is notified when the order is ready.
* Associate can mark the order as collected after pickup.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0005b:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:35 PM
"As a Sales Associate, I want to conduct a video consultation and share curated cart links with the client remotely, so that clients can shop without visiting the store.",TEAM5-23,10026,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:34 PM,22/Jun/26 10:21 AM,19/Jun/26 3:26 PM,,,0,"Acceptance Criteria:

* Associate can initiate a video consultation.
* Curated cart link can be generated.
* Client receives the curated cart link.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00053:,,,8.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:34 PM
"As a Sales Associate, I want to book an in-store or video call appointment for a client, so that I can provide a scheduled, personalised consultation.",TEAM5-22,10025,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:30 PM,22/Jun/26 10:21 AM,19/Jun/26 3:26 PM,,,0,"Acceptance Criteria:

* Associate can select the appointment type (in-store or video call).
* Appointment date and time are recorded.
* Appointment is successfully scheduled for the client.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0004v:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:30 PM
"As a Sales Associate, I want to search for an existing client in the CRM by name or phone number, so that I can quickly pull up their profile when they visit.",TEAM5-21,10024,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:26 PM,22/Jun/26 10:21 AM,19/Jun/26 3:26 PM,,,0,"Acceptance Criteria:

* Associate can search using either the client's name or phone number.
* Matching client records are displayed.
* Selecting a client opens the corresponding client profile",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0004n:,,,2.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:26 PM
"As a Sales Associate, I want to create a new client card with basic consented details (name, phone number, style preferences), so that I can start building a personalised shopping experience.",TEAM5-20,10023,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:25 PM,22/Jun/26 10:21 AM,19/Jun/26 3:25 PM,,,0,"Acceptance Criteria:

* Associate can enter the client's name, phone number, and style preferences.
* Client consent is obtained before the profile is saved.
* A client card is created successfully with the provided details.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0004f:,,,3.0,,,,10041,TEAM5-38,Sales Associate,To Do,19/Jun/26 12:25 PM
"As a Manager, I want to adjust the selling price of products within the pricing band defined by the Admin so that I can respond to local market conditions while complying with corporate pricing policies.",TEAM5-19,10022,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:21 PM,22/Jun/26 9:50 PM,,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can select a product and enter a new selling price.
2.⁠ ⁠System displays the allowed pricing range.
3.⁠ ⁠Price can be saved only within the approved band.
4.⁠ ⁠Updated prices are reflected in the system after saving.
5.⁠ ⁠All price changes are recorded for audit purposes.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00026:i,NIRALI Sprint 1,,3.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:21 PM
"As a Manager, I want the system to block me from saving a price below the Admin's floor, so that I cannot breach corporate pricing policy accidentally.",TEAM5-18,10021,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:21 PM,22/Jun/26 9:50 PM,,,,0,"Acceptance Criteria

1.⁠ ⁠System validates the entered price before saving.
2.⁠ ⁠System blocks prices below the Admin-defined floor price.
3.⁠ ⁠System blocks prices above the maximum allowed limit.
4.⁠ ⁠System displays an appropriate validation message when limits are exceeded.
5.⁠ ⁠No price update is saved until a valid price is entered.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00026:,NIRALI Sprint 1,,2.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:21 PM
"As a Manager, I want to monitor the approval status of my stock requests so that I know when requested inventory will be allocated or delivered to my store.",TEAM5-17,10020,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:20 PM,22/Jun/26 11:10 PM,,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can view all submitted stock requests.
2.⁠ ⁠System displays the current status of each request.
3.⁠ ⁠Statuses include Pending, Approved, Rejected, Allocated, and Delivered.
4.⁠ ⁠Status updates are reflected automatically.
5.⁠ ⁠Rejected requests display the rejection reason.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0003r:,,,5.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:20 PM
"As a Manager, I want low-stock items to be flagged automatically for reorder, so that I can take action before the product runs out.",TEAM5-16,10019,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:18 PM,22/Jun/26 9:50 PM,,,,0,"Acceptance Criteria

1.⁠ ⁠System monitors inventory levels automatically.
2.⁠ ⁠Items below the reorder threshold are flagged.
3.⁠ ⁠Low-stock items are clearly highlighted.
4.⁠ ⁠Inventory status updates when stock levels change.
5.⁠ ⁠Manager can view a list of all low-stock items.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00025:,NIRALI Sprint 1,,3.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:18 PM
"⁠As a Manager, I want to raise stock requests by specifying the Stock Keeping Unit (SKU), required quantity, and urgency level so that the Admin can replenish inventory through inter-store transfers or warehouse stock before products run out.",TEAM5-15,10018,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:16 PM,22/Jun/26 9:49 PM,,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can create a stock request by entering SKU, quantity, urgency level, and reason.
2.⁠ ⁠SKU, quantity, and urgency level are mandatory fields.
3.⁠ ⁠Requested quantity must be greater than zero.
4.⁠ ⁠System generates a unique request ID.
5.⁠ ⁠Request is successfully submitted to the Admin.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00023:,NIRALI Sprint 1,,3.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:16 PM
"As a Manager, I want to view performance metrics, units sold, upsell rate, and client satisfaction score of the sales associate so that I can evaluate employee performance.",TEAM5-14,10017,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:13 PM,22/Jun/26 10:21 AM,22/Jun/26 11:04 AM,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can view performance metrics for sales associates.
2.⁠ ⁠System displays units sold, upsell rate, and client satisfaction score.
3.⁠ ⁠Metrics are calculated using current data.
4.⁠ ⁠Manager can filter metrics by employee.
5.⁠ ⁠Manager can filter metrics by date range.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00033:,,,3.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:13 PM
"As a Manager, I want to review shift histories so that I can monitor employee attendance.",TEAM5-13,10016,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:06 PM,22/Jun/26 10:21 AM,,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can view shift history for employees.
2.⁠ ⁠Shift records display date, start time, and end time.
3.⁠ ⁠Manager can search or filter records by employee.
4.⁠ ⁠Historical records are retained for reference.
5.⁠ ⁠Only employees from the manager’s store are displayed.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0002v:,,,2.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:06 PM
"As a Manager, I want to send digital invitations to selected customers, so that they can be informed about upcoming events.",TEAM5-12,10015,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:02 PM,22/Jun/26 10:21 AM,,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can select one or more customers for invitation.
2.⁠ ⁠System sends invitations with event details.
3.⁠ ⁠Invitation status is recorded by the system.
4.⁠ ⁠Manager receives confirmation after sending invitations.
5.⁠ ⁠Manager can filter customers based on preferences such as purchase history, or loyalty status.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0002n:,,,2.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:02 PM
"As a Manager, I want to create a VIP or launch event with name, date, time, venue, and description, so that the event is formally scheduled.",TEAM5-11,10014,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 12:00 PM,22/Jun/26 10:21 AM,22/Jun/26 11:04 AM,,,0,"Acceptance Criteria

1.⁠ ⁠Manager can create an event by entering name, date, time, venue, and description.
2.⁠ ⁠Event name, date, time, and venue are mandatory fields.
3.⁠ ⁠System validates that the event date and time are in the future.
4.⁠ ⁠Event details are saved successfully.
5.⁠ ⁠Created events appear in the event list.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0002f:,,,3.0,,,,10040,TEAM5-37,Manager,To Do,19/Jun/26 12:00 PM
"As an Admin, I want to view a cross-store revenue dashboard with monthly breakdowns, so that I can monitor business performance at a glance.",TEAM5-10,10013,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:54 AM,22/Jun/26 10:21 AM,,,,0,"*Acceptance Criteria*

* Admin can view revenue across all stores.
* Monthly revenue breakdown is displayed.
* Dashboard data reflects completed transactions only.
* Revenue figures update automatically when new sales occur.
* Dashboard loads within acceptable response time.
* Revenue data can be exported.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i00027:,,,5.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:54 AM
"As an Admin, I want to view each manager’s currently assigned store, so that I know who is responsible for which location at any time.",TEAM5-9,10012,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:53 AM,22/Jun/26 9:49 PM,,,,0,"*Acceptance Criteria*

* Admin can view the currently assigned manager for each store.
* Manager details include name, contact information, and assignment date.
* Information is displayed in read-only mode.
* Store list can be searched and filtered.
* Changes to assignments are reflected immediately.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0001z:,NIRALI Sprint 1,,2.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:53 AM
"As an Admin, I want to assign a manager when creating a store, so that the store has operational ownership from day one.",TEAM5-8,10011,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:50 AM,22/Jun/26 11:09 PM,21/Jun/26 3:59 PM,,,0,"*Acceptance Criteria*

* Admin can assign an active manager to a store.
* Only eligible managers appear in the selection list.
* Store can have only one primary manager at a time.
* Assignment changes are saved successfully.
* Assigned manager receives a notification.
* Assignment history is retained.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0001f:,NIRALI Sprint 1,,2.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:50 AM
"As an Admin, I want to configure payment terminals (Razorpay and card) for a new store, so that the store can accept payments from day one.",TEAM5-7,10010,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:44 AM,22/Jun/26 9:49 PM,19/Jun/26 2:28 PM,,,0,"*Acceptance Criteria*

* Admin can enable Razorpay and card payment terminals for a store.
* Required payment configuration details must be provided.
* Invalid configuration values are rejected.
* Payment configuration status is visible to Admin.
* Store cannot process payments until at least one terminal is configured.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0001j:,NIRALI Sprint 1,,8.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:44 AM
"As an Admin, I want to assign a locale, currency, and timezone to each store, so that all transactions, reports, and communications reflect the store’s local context.",TEAM5-6,10009,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:34 AM,22/Jun/26 9:49 PM,19/Jun/26 2:30 PM,,,0,"*Acceptance Criteria*

# Admin can select locale, currency, and timezone during store setup.
# Only supported locales and currencies are displayed.
# Changes are saved successfully.
# Store transactions use the assigned currency.
# Reports display dates and times according to the assigned timezone.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0001b:,NIRALI Sprint 1,,2.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:34 AM
"As an Admin, I want to create a new store profile with name, address, and contact details, so that the store is registered in the system and visible across the platform.",TEAM5-2,10005,Story,To Do,TEAM5,Team_5,software,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,Medium,,,,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,19/Jun/26 11:14 AM,22/Jun/26 11:04 PM,22/Jun/26 10:53 PM,,,0,"*Acceptance Criteria*

# Admin can create a store by entering name, address, and contact details.
# All three fields (name, address, contact) are mandatory. The form cannot be submitted if any field is empty.
# The newly created store appears in the store list across the platform immediately after creation.
# A duplicate store name under the same region is not allowed; the system displays an error.
# Admin receives a confirmation message upon successful store creation.",,Nirali Garg,712020:359e5d09-e56c-41ff-967f-c8b8b4a2ada4,,,,,,,,,,,,0|i0000p:,NIRALI Sprint 1,,8.0,,,,10039,TEAM5-36,Admin,To Do,19/Jun/26 11:14 AM
